Year Published,Unit Code,Unit Name,Item,Item Description,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2011 Target,2013 Target
FY2013,1C1-NN-NN3-915,Waste Management,2541,      Schol&Fellwshps (000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2542,      Other NACUBOs   (000) ,,0,,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2550,  Institutional Exp   (000) ,,238,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2553,    ICR Direct Exp    (000) ,,238,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2554,    Royalty/Patent Exp(000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2555,    Educ/Admn Allw Exp(000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2570,  Grants & Contr Exp  (000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2573,    G&C Federal Exp   (000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2574,    G&C Illinois Exp  (000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2575,    G&C Pvt & Othr Exp(000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2590,  Gifts & Endwmnt Exp (000) ,,-250,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2594,    Gifts Exp         (000) ,,-250,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2596,    Endowment Exp     (000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2610,  SelfS/FWS/LandGr Exp(000) ,,886,645,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2614,    Self-Supportng Exp(000) ,,886,645,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2616,    Fed Work Study Exp(000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-915,Waste Management,2617,    Land Grant App Exp(000) ,,0,0,,,,,,,,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2000,Orig State/Tuition Bdgt(000) ,27062,25255,21657,21382,19740,18918,18670,14846,11255,15147,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2015,  St Budget - Constant $000 ,11560,11096,9795,9867,9194,8936,9147,7460,5871,8139,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2050,    Acad Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2080,    Wage Budget ,19713,17771,19080,19807,18165,17957,17476,13935,10393,14218,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2100,    Expense & Equip Bdgt ,7348,7484,2577,1576,1575,960,1194,911,861,929,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2530,  State/Tuition Exp   (000) ,,31195,26807,31445,30628,31142,29498,25004,22624,21781,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2540,      O&M of Plant    (000) ,,31195,26807,31445,30628,31142,29498,25004,22624,21781,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2550,  Institutional Exp   (000) ,,756,2912,-389,5925,117,11122,1702,4588,5459,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2553,    ICR Direct Exp    (000) ,,756,2912,-389,5925,117,11122,1702,4588,5459,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2555,    Educ/Admn Allw Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,16,196,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,16,196,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2590,  Gifts & Endwmnt Exp (000) ,,-245,-22,1,0,0,0,9,7,7,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2594,    Gifts Exp         (000) ,,-245,-22,1,0,0,0,9,7,7,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2610,  SelfS/FWS/LandGr Exp(000) ,,886,645,798,738,542,525,557,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2614,    Self-Supportng Exp(000) ,,886,645,798,738,542,525,557,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN3-XXX,Maintenance,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2000,Orig State/Tuition Bdgt(000) ,3832,3695,3469,3018,2594,2686,3572,1827,1360,633,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2015,  St Budget - Constant $000 ,1637,1624,1569,1393,1208,1269,1750,918,710,340,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2050,    Acad Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2080,    Wage Budget ,1565,1549,1479,1493,1292,1325,2147,1791,1324,633,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2100,    Expense & Equip Bdgt ,2267,2146,1990,1525,1302,1361,1425,36,36,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2530,  State/Tuition Exp   (000) ,,4720,3924,4598,4050,3517,3559,3722,1933,1639,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2539,      Institutl Supprt(000) ,,341,230,205,228,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2540,      O&M of Plant    (000) ,,4379,3694,4393,3821,3517,3559,3722,1933,1639,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2550,  Institutional Exp   (000) ,,312,590,-331,1539,1095,666,826,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2553,    ICR Direct Exp    (000) ,,44,590,-331,1539,1095,666,826,0,,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2555,    Educ/Admn Allw Exp(000) ,,268,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2570,  Grants & Contr Exp  (000) ,,0,1,26,0,20,72,54,0,11,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,11,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2575,    G&C Pvt & Othr Exp(000) ,,0,1,26,0,20,72,54,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2590,  Gifts & Endwmnt Exp (000) ,,-25,-15,3,-3,0,2,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2594,    Gifts Exp         (000) ,,-25,-15,3,-3,0,2,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-814,Capital Planning & Space Mgmt,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2000,Orig State/Tuition Bdgt(000) ,3832,3695,3469,3018,2594,2686,3572,1827,1360,633,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2015,  St Budget - Constant $000 ,1637,1624,1569,1393,1208,1269,1750,918,710,340,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2050,    Acad Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2080,    Wage Budget ,1565,1549,1479,1493,1292,1325,2147,1791,1324,633,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2100,    Expense & Equip Bdgt ,2267,2146,1990,1525,1302,1361,1425,36,36,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2530,  State/Tuition Exp   (000) ,,4720,3924,4598,4050,3517,3559,3722,1933,1639,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2539,      Institutl Supprt(000) ,,341,230,205,228,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2540,      O&M of Plant    (000) ,,4379,3694,4393,3821,3517,3559,3722,1933,1639,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2550,  Institutional Exp   (000) ,,312,590,-331,1539,1095,666,826,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2553,    ICR Direct Exp    (000) ,,44,590,-331,1539,1095,666,826,0,,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2554,    Royalty/Patent Exp(000) ,,0,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2555,    Educ/Admn Allw Exp(000) ,,268,0,0,0,0,0,0,0,,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2570,  Grants & Contr Exp  (000) ,,0,1,26,0,20,72,54,0,11,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,11,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2575,    G&C Pvt & Othr Exp(000) ,,0,1,26,0,20,72,54,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2590,  Gifts & Endwmnt Exp (000) ,,-25,-15,3,-3,0,2,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2594,    Gifts Exp         (000) ,,-25,-15,3,-3,0,2,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2616,    Fed Work Study Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN4-XXX,Planning & Campus Architect,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2000,Orig State/Tuition Bdgt(000) ,732,634,634,634,674,664,795,2214,2106,2060,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2015,  St Budget - Constant $000 ,313,279,287,293,314,313,389,1113,1099,1107,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2050,    Acad Salary Budget ,693,607,607,607,647,627,631,774,667,653,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,36,34,33,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2080,    Wage Budget ,39,27,27,27,27,36,109,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2100,    Expense & Equip Bdgt ,0,0,0,0,0,0,19,1406,1406,1406,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2530,  State/Tuition Exp   (000) ,,870,668,752,819,706,689,619,2432,2215,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2540,      O&M of Plant    (000) ,,870,668,752,819,706,689,619,2432,2215,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2550,  Institutional Exp   (000) ,,83,139,0,156,174,167,113,345,255,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2553,    ICR Direct Exp    (000) ,,83,139,,156,174,167,113,345,255,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2554,    Royalty/Patent Exp(000) ,,0,0,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2555,    Educ/Admn Allw Exp(000) ,,0,0,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2590,  Gifts & Endwmnt Exp (000) ,,-5,3,1,-4,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2594,    Gifts Exp         (000) ,,-5,3,1,-4,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,2,7,1,1,1,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2616,    Fed Work Study Exp(000) ,,0,0,0,2,7,1,1,1,0,,
FY2013,1C1-NN-NN5-940,Safety and Compliance,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2000,Orig State/Tuition Bdgt(000) ,732,634,634,634,674,664,795,2214,2106,2060,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2015,  St Budget - Constant $000 ,313,279,287,293,314,313,389,1113,1099,1107,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2050,    Acad Salary Budget ,693,607,607,607,647,627,631,774,667,653,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2060,    Asst Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2070,    Non-Ac Salaries Budget ,0,0,0,0,0,0,36,34,33,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2080,    Wage Budget ,39,27,27,27,27,36,109,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2090,    Summer Wages Budget ,0,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2100,    Expense & Equip Bdgt ,0,0,0,0,0,0,19,1406,1406,1406,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2530,  State/Tuition Exp   (000) ,,870,668,752,819,706,689,619,2432,2215,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2533,    State/TuitExp - NACUBO ,,,,,,,,,,,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2534,      Instruction     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2535,      Research        (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2536,      Public Service  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2537,      Academic Support(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2538,      Student Svcs    (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2539,      Institutl Supprt(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2540,      O&M of Plant    (000) ,,870,668,752,819,706,689,619,2432,2215,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2541,      Schol&Fellwshps (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2542,      Other NACUBOs   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2550,  Institutional Exp   (000) ,,83,139,0,156,174,167,113,345,255,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2553,    ICR Direct Exp    (000) ,,83,139,,156,174,167,113,345,255,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2554,    Royalty/Patent Exp(000) ,,0,0,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2555,    Educ/Admn Allw Exp(000) ,,0,0,,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2570,  Grants & Contr Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2573,    G&C Federal Exp   (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2574,    G&C Illinois Exp  (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2575,    G&C Pvt & Othr Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2590,  Gifts & Endwmnt Exp (000) ,,-5,3,1,-4,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2594,    Gifts Exp         (000) ,,-5,3,1,-4,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2596,    Endowment Exp     (000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2610,  SelfS/FWS/LandGr Exp(000) ,,0,0,0,2,7,1,1,1,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2614,    Self-Supportng Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2616,    Fed Work Study Exp(000) ,,0,0,0,2,7,1,1,1,0,,
FY2013,1C1-NN-NN5-XXX,Safety and Compliance,2617,    Land Grant App Exp(000) ,,0,0,0,0,0,0,0,0,0,,
FY2013,1C1-NN-NN6-701,Facilities and Services,2000,Orig State/Tuition Bdgt(000) ,2553,3566,2773,2242,2337,2371,399,1966,2649,1390,,
FY2013,1C1-NN-NN6-701,Facilities and Services,2015,  St Budget - Constant $000 ,1090,1567,1254,1035,1088,1120,196,988,1382,747,,
FY2013,1C1-NN-NN6-701,Facilities and Services,2050,    Acad Salary Budget ,0,0,0,0,0,0,0,0,0,0,,
